analytic_id,analytic_role,issuer_name,province,city,source_row_ids,observed_or_surrogate_label,label_source,gold_standard_overlap,gold_case_id,gold_final_label,surrogate_rows,source_coverage_score,continued_function_evidence_score,confidence,include_in_adjusted_descriptive_sample,notes
surrogate_auxiliary_nonoverlap_0002,surrogate_auxiliary_nonoverlap,中煤矿山建设集团有限责任公司,,,sch_20260630_0061,nominal_exit,codex_surrogate,false,,,1,3,2,medium,true,Non-overlap issuer-level surrogate used only for validation-adjusted descriptive counts.
surrogate_overlap_check_0003,surrogate_overlap_check,临沂城市建设投资集团有限公司,,,sch_20260630_0115; sch_20260630_0154,nominal_exit,codex_surrogate,true,expand_sd_linyi_chengtou,nominal_exit,2,3,3,medium,false,Issuer-level surrogate that overlaps a gold-standard case; retained only as a validation check.
surrogate_overlap_check_0004,surrogate_overlap_check,丹阳投资集团有限公司,,,sch_20260630_0044,nominal_exit,codex_surrogate,true,sch_20260630_0044,nominal_exit,1,3,2,medium,false,Issuer-level surrogate that overlaps a gold-standard case; retained only as a validation check.
surrogate_auxiliary_nonoverlap_0003,surrogate_auxiliary_nonoverlap,义乌中国小商品城控股集团有限公司,,,sch_20260630_0078,nominal_exit,codex_surrogate,false,,,1,3,2,medium,true,Non-overlap issuer-level surrogate used only for validation-adjusted descriptive counts.
surrogate_auxiliary_nonoverlap_0004,surrogate_auxiliary_nonoverlap,乌鲁木齐交通旅游投资(集团)有限公司,,,sch_20260630_0127,nominal_exit,codex_surrogate,false,,,1,3,3,medium,true,Non-overlap issuer-level surrogate used only for validation-adjusted descriptive counts.
surrogate_overlap_check_0005,surrogate_overlap_check,乐山国有资产投资运营(集团)有限公司,,,sch_20260630_0082; sch_20260630_0147,nominal_exit,codex_surrogate,true,expand_sc_leshan_guozi,nominal_exit,2,3,2,medium,false,Issuer-level surrogate that overlaps a gold-standard case; retained only as a validation check.
surrogate_overlap_check_0006,surrogate_overlap_check,亳州城建发展控股集团有限公司,,,sch_20260630_0032; sch_20260630_0152,nominal_exit,codex_surrogate,true,sch_20260630_0032,nominal_exit,2,3,3,medium,false,Issuer-level surrogate that overlaps a gold-standard case; retained only as a validation check.
surrogate_auxiliary_nonoverlap_0005,surrogate_auxiliary_nonoverlap,伊犁哈萨克自治州财通国有资产经营有限责任公司,,,exp4_20260703_0013,nominal_exit,codex_surrogate,false,,,1,3,2,medium,true,Non-overlap issuer-level surrogate used only for validation-adjusted descriptive counts.
surrogate_overlap_check_0007,surrogate_overlap_check,伊犁州国有资产投资经营有限责任公司,,,sch_20260630_0117; sch_20260630_0169,nominal_exit,codex_surrogate,true,sch_20260630_0117,nominal_exit,2,3,3,medium,false,Issuer-level surrogate that overlaps a gold-standard case; retained only as a validation check.
surrogate_overlap_check_0008,surrogate_overlap_check,六安城市建设投资有限公司,,,sch_20260630_0090,nominal_exit,codex_surrogate,true,expand_ah_luan_chengtou,nominal_exit,1,3,3,medium,false,Issuer-level surrogate that overlaps a gold-standard case; retained only as a validation check.
surrogate_auxiliary_nonoverlap_0006,surrogate_auxiliary_nonoverlap,北京亦庄国际投资发展有限公司,,,exp2_20260703_0022; exp2_20260703_0023,nominal_exit,codex_surrogate,false,,,2,3,3,medium,true,Non-overlap issuer-level surrogate used only for validation-adjusted descriptive counts.
surrogate_auxiliary_nonoverlap_0007,surrogate_auxiliary_nonoverlap,北京市海淀区国有资本运营有限公司,,,exp_20260703_0015; exp_20260703_0018,nominal_exit,codex_surrogate,false,,,2,3,2,medium,true,Non-overlap issuer-level surrogate used only for validation-adjusted descriptive counts.
surrogate_overlap_check_0009,surrogate_overlap_check,北京未来科学城发展集团有限公司,,,sch_20260630_0051,nominal_exit,codex_surrogate,true,sch_20260630_0051,nominal_exit,1,3,3,medium,false,Issuer-level surrogate that overlaps a gold-standard case; retained only as a validation check.
surrogate_auxiliary_nonoverlap_0008,surrogate_auxiliary_nonoverlap,北京电子控股有限责任公司,,,exp9_20260704_0193,nominal_exit,codex_surrogate,false,,,1,3,2,medium,true,Non-overlap issuer-level surrogate used only for validation-adjusted descriptive counts.
surrogate_overlap_check_0010,surrogate_overlap_check,南京市交通建设投资控股(集团)有限责任公司,,,sch_20260630_0052,nominal_exit,codex_surrogate,true,sch_20260630_0052,nominal_exit,1,3,2,medium,false,Issuer-level surrogate that overlaps a gold-standard case; retained only as a validation check.
surrogate_overlap_check_0011,surrogate_overlap_check,南京江北新城投资发展有限公司,,,exp2_20260703_0009; exp2_20260703_0010,nominal_exit,codex_surrogate,true,exp2_20260703_0009,nominal_exit,2,3,3,medium,false,Issuer-level surrogate that overlaps a gold-standard case; retained only as a validation check.
surrogate_auxiliary_nonoverlap_0009,surrogate_auxiliary_nonoverlap,南京江宁交通建设集团有限公司,,,sch_20260630_0144,nominal_exit,codex_surrogate,false,,,1,3,2,medium,true,Non-overlap issuer-level surrogate used only for validation-adjusted descriptive counts.
surrogate_auxiliary_nonoverlap_0010,surrogate_auxiliary_nonoverlap,南京江宁科学园发展集团有限公司,,,sch_20260630_0075,nominal_exit,codex_surrogate,false,,,1,3,2,medium,true,Non-overlap issuer-level surrogate used only for validation-adjusted descriptive counts.
surrogate_auxiliary_nonoverlap_0011,surrogate_auxiliary_nonoverlap,南京江宁经济技术开发集团有限公司,,,exp8_20260703_0037,nominal_exit,codex_surrogate,false,,,1,3,2,medium,true,Non-overlap issuer-level surrogate used only for validation-adjusted descriptive counts.
surrogate_auxiliary_nonoverlap_0012,surrogate_auxiliary_nonoverlap,南京溧水经济技术开发集团有限公司,,,exp8_20260703_0042,nominal_exit,codex_surrogate,false,,,1,3,2,medium,true,Non-overlap issuer-level surrogate used only for validation-adjusted descriptive counts.
surrogate_auxiliary_nonoverlap_0013,surrogate_auxiliary_nonoverlap,南京牛首山文化旅游集团有限公司,,,exp5_20260703_0025,nominal_exit,codex_surrogate,false,,,1,3,3,medium,true,Non-overlap issuer-level surrogate used only for validation-adjusted descriptive counts.
surrogate_auxiliary_nonoverlap_0014,surrogate_auxiliary_nonoverlap,南京高淳国有资产经营控股集团有限公司,,,sch_20260630_0160,nominal_exit,codex_surrogate,false,,,1,3,2,medium,true,Non-overlap issuer-level surrogate used only for validation-adjusted descriptive counts.
surrogate_auxiliary_nonoverlap_0015,surrogate_auxiliary_nonoverlap,南通产业控股集团有限公司,,,sch_20260630_0074,nominal_exit,codex_surrogate,false,,,1,3,2,medium,true,Non-overlap issuer-level surrogate used only for validation-adjusted descriptive counts.
surrogate_auxiliary_nonoverlap_0016,surrogate_auxiliary_nonoverlap,南通城市建设集团有限公司,,,sch_20260630_0089,nominal_exit,codex_surrogate,false,,,1,3,2,medium,true,Non-overlap issuer-level surrogate used only for validation-adjusted descriptive counts.
surrogate_auxiliary_nonoverlap_0017,surrogate_auxiliary_nonoverlap,厦门金圆投资集团有限公司,,,sch_20260630_0004,nominal_exit,codex_surrogate,false,,,1,3,3,medium,true,Non-overlap issuer-level surrogate used only for validation-adjusted descriptive counts.
surrogate_auxiliary_nonoverlap_0018,surrogate_auxiliary_nonoverlap,台州市椒江区社会事业发展集团有限公司,,,exp5_20260703_0004,nominal_exit,codex_surrogate,false,,,1,3,2,medium,true,Non-overlap issuer-level surrogate used only for validation-adjusted descriptive counts.
surrogate_auxiliary_nonoverlap_0019,surrogate_auxiliary_nonoverlap,合肥北城建设投资(集团)有限公司,,,sch_20260630_0125,nominal_exit,codex_surrogate,false,,,1,3,2,medium,true,Non-overlap issuer-level surrogate used only for validation-adjusted descriptive counts.
surrogate_overlap_check_0012,surrogate_overlap_check,吉安市城市建设投资开发有限公司,,,sch_20260630_0108,nominal_exit,codex_surrogate,true,expand_jx_jian_chengtou,nominal_exit,1,3,2,medium,false,Issuer-level surrogate that overlaps a gold-standard case; retained only as a validation check.
surrogate_overlap_check_0013,surrogate_overlap_check,嘉兴市嘉秀发展投资控股集团有限公司,,,sch_20260630_0068; sch_20260630_0076; sch_20260630_0091,nominal_exit,codex_surrogate,true,sch_20260630_0068,nominal_exit,3,3,2,medium,false,Issuer-level surrogate that overlaps a gold-standard case; retained only as a validation check.
surrogate_overlap_check_0014,surrogate_overlap_check,嘉兴科技城投资发展集团有限公司,,,sch_20260630_0013; sch_20260630_0042,nominal_exit,codex_surrogate,true,sch_20260630_0013,nominal_exit,2,3,2,medium,false,Issuer-level surrogate that overlaps a gold-standard case; retained only as a validation check.
surrogate_overlap_check_0015,surrogate_overlap_check,嘉善县高新科技园区建设投资有限公司,,,sch_20260630_0035; sch_20260630_0058,nominal_exit,codex_surrogate,true,sch_20260630_0035,nominal_exit,2,3,3,medium,false,Issuer-level surrogate that overlaps a gold-standard case; retained only as a validation check.
surrogate_auxiliary_nonoverlap_0020,surrogate_auxiliary_nonoverlap,四川华西集团有限公司,,,exp10_20260704_0268,nominal_exit,codex_surrogate,false,,,1,3,2,medium,true,Non-overlap issuer-level surrogate used only for validation-adjusted descriptive counts.
surrogate_auxiliary_nonoverlap_0021,surrogate_auxiliary_nonoverlap,四川省乡村发展集团有限公司,,,sch_20260630_0001,nominal_exit,codex_surrogate,false,,,1,3,2,medium,true,Non-overlap issuer-level surrogate used only for validation-adjusted descriptive counts.
surrogate_auxiliary_nonoverlap_0022,surrogate_auxiliary_nonoverlap,天津北辰经济技术开发区集团有限公司,,,sch_20260630_0134,nominal_exit,codex_surrogate,false,,,1,3,2,medium,true,Non-overlap issuer-level surrogate used only for validation-adjusted descriptive counts.
surrogate_auxiliary_nonoverlap_0023,surrogate_auxiliary_nonoverlap,天津国有资本投资运营有限公司,,,exp_20260703_0005,nominal_exit,codex_surrogate,false,,,1,3,3,medium,true,Non-overlap issuer-level surrogate used only for validation-adjusted descriptive counts.
surrogate_auxiliary_nonoverlap_0024,surrogate_auxiliary_nonoverlap,天津市武清区国有资产经营投资有限公司,,,exp4_20260703_0027,nominal_exit,codex_surrogate,false,,,1,3,2,medium,true,Non-overlap issuer-level surrogate used only for validation-adjusted descriptive counts.
surrogate_overlap_check_0016,surrogate_overlap_check,天津津南城市建设投资有限公司,,,sch_20260630_0085; sch_20260630_0097; sch_20260630_0118,nominal_exit,codex_surrogate,true,expand_tj_jinnan_chengtou,nominal_exit,3,3,2,medium,false,Issuer-level surrogate that overlaps a gold-standard case; retained only as a validation check.
surrogate_auxiliary_nonoverlap_0025,surrogate_auxiliary_nonoverlap,太仓娄城高新集团有限公司,,,exp8_20260703_0004,nominal_exit,codex_surrogate,false,,,1,3,2,medium,true,Non-overlap issuer-level surrogate used only for validation-adjusted descriptive counts.
surrogate_auxiliary_nonoverlap_0026,surrogate_auxiliary_nonoverlap,太原市龙城发展投资集团有限公司,,,sch_20260630_0139,nominal_exit,codex_surrogate,false,,,1,3,2,medium,true,Non-overlap issuer-level surrogate used only for validation-adjusted descriptive counts.
surrogate_overlap_check_0017,surrogate_overlap_check,如东县东泰社会发展投资有限责任公司,,,sch_20260630_0073,nominal_exit,codex_surrogate,true,sch_20260630_0073,nominal_exit,1,3,3,medium,false,Issuer-level surrogate that overlaps a gold-standard case; retained only as a validation check.
surrogate_auxiliary_nonoverlap_0027,surrogate_auxiliary_nonoverlap,如皋市经济贸易开发有限公司,,,exp9_20260704_0035,nominal_exit,codex_surrogate,false,,,1,3,2,medium,true,Non-overlap issuer-level surrogate used only for validation-adjusted descriptive counts.
surrogate_auxiliary_nonoverlap_0028,surrogate_auxiliary_nonoverlap,宁波市海曙广聚资产经营有限公司,,,exp5_20260703_0007,nominal_exit,codex_surrogate,false,,,1,3,3,medium,true,Non-overlap issuer-level surrogate used only for validation-adjusted descriptive counts.
surrogate_auxiliary_nonoverlap_0029,surrogate_auxiliary_nonoverlap,宁波市镇海投资有限公司,,,exp8_20260703_0163,nominal_exit,codex_surrogate,false,,,1,3,3,medium,true,Non-overlap issuer-level surrogate used only for validation-adjusted descriptive counts.
surrogate_auxiliary_nonoverlap_0030,surrogate_auxiliary_nonoverlap,宁波文旅会展集团有限公司,,,exp2_20260703_0021,nominal_exit,codex_surrogate,false,,,1,3,2,medium,true,Non-overlap issuer-level surrogate used only for validation-adjusted descriptive counts.
surrogate_auxiliary_nonoverlap_0031,surrogate_auxiliary_nonoverlap,安徽省交通控股集团有限公司,,,sch_20260630_0172,nominal_exit,codex_surrogate,false,,,1,3,3,medium,true,Non-overlap issuer-level surrogate used only for validation-adjusted descriptive counts.
surrogate_auxiliary_nonoverlap_0032,surrogate_auxiliary_nonoverlap,安徽省宁国建设投资集团有限公司,,,sch_20260630_0173,nominal_exit,codex_surrogate,false,,,1,3,2,medium,true,Non-overlap issuer-level surrogate used only for validation-adjusted descriptive counts.
surrogate_auxiliary_nonoverlap_0033,surrogate_auxiliary_nonoverlap,宜昌城发实业投资有限公司,,,sch_20260630_0071,nominal_exit,codex_surrogate,false,,,1,3,2,medium,true,Non-overlap issuer-level surrogate used only for validation-adjusted descriptive counts.
surrogate_overlap_check_0018,surrogate_overlap_check,宿州市城市建设投资集团(控股)有限公司,,,sch_20260630_0064; sch_20260630_0112,nominal_exit,codex_surrogate,true,expand_ah_suzhou_chengtou,nominal_exit,2,3,3,medium,false,Issuer-level surrogate that overlaps a gold-standard case; retained only as a validation check.
surrogate_overlap_check_0019,surrogate_overlap_check,寿光市金旭产业发展集团有限公司,,,sch_20260630_0028,nominal_exit,codex_surrogate,true,sch_20260630_0028,nominal_exit,1,3,2,medium,false,Issuer-level surrogate that overlaps a gold-standard case; retained only as a validation check.
surrogate_auxiliary_nonoverlap_0034,surrogate_auxiliary_nonoverlap,山东泉汇产业发展有限公司,,,exp5_20260703_0001,nominal_exit,codex_surrogate,false,,,1,3,2,medium,true,Non-overlap issuer-level surrogate used only for validation-adjusted descriptive counts.
surrogate_auxiliary_nonoverlap_0035,surrogate_auxiliary_nonoverlap,山东高速集团有限公司,,,exp10_20260704_0236,nominal_exit,codex_surrogate,false,,,1,3,3,medium,true,Non-overlap issuer-level surrogate used only for validation-adjusted descriptive counts.
surrogate_auxiliary_nonoverlap_0036,surrogate_auxiliary_nonoverlap,山西交通控股集团有限公司,,,sch_20260630_0062,nominal_exit,codex_surrogate,false,,,1,3,3,medium,true,Non-overlap issuer-level surrogate used only for validation-adjusted descriptive counts.
surrogate_auxiliary_nonoverlap_0037,surrogate_auxiliary_nonoverlap,山西建设投资集团有限公司,,,sch_20260630_0101,nominal_exit,codex_surrogate,false,,,1,3,2,medium,true,Non-overlap issuer-level surrogate used only for validation-adjusted descriptive counts.
surrogate_auxiliary_nonoverlap_0038,surrogate_auxiliary_nonoverlap,山西路桥建设集团有限公司,,,sch_20260630_0030,nominal_exit,codex_surrogate,false,,,1,3,2,medium,true,Non-overlap issuer-level surrogate used only for validation-adjusted descriptive counts.
surrogate_overlap_check_0020,surrogate_overlap_check,常州天宁建设发展集团有限公司,,,sch_20260630_0057; sch_20260630_0113,nominal_exit,codex_surrogate,true,sch_20260630_0057,nominal_exit,2,3,2,medium,false,Issuer-level surrogate that overlaps a gold-standard case; retained only as a validation check.
surrogate_overlap_check_0021,surrogate_overlap_check,常州市交通产业集团有限公司,,,sch_20260630_0048,nominal_exit,codex_surrogate,true,sch_20260630_0048,nominal_exit,1,3,3,medium,false,Issuer-level surrogate that overlaps a gold-standard case; retained only as a validation check.
surrogate_auxiliary_nonoverlap_0039,surrogate_auxiliary_nonoverlap,常州市城市建设(集团)有限公司,,,exp3_20260703_0018,nominal_exit,codex_surrogate,false,,,1,3,2,medium,true,Non-overlap issuer-level surrogate used only for validation-adjusted descriptive counts.
surrogate_overlap_check_0022,surrogate_overlap_check,常州滨湖建设发展集团有限公司,,,sch_20260630_0069; sch_20260630_0079,nominal_exit,codex_surrogate,true,sch_20260630_0069,nominal_exit,2,3,3,medium,false,Issuer-level surrogate that overlaps a gold-standard case; retained only as a validation check.
surrogate_auxiliary_nonoverlap_0040,surrogate_auxiliary_nonoverlap,广东省铁路建设投资集团有限公司,,,sch_20260630_0065,nominal_exit,codex_surrogate,false,,,1,3,2,medium,true,Non-overlap issuer-level surrogate used only for validation-adjusted descriptive counts.
surrogate_auxiliary_nonoverlap_0041,surrogate_auxiliary_nonoverlap,广州交通投资集团有限公司,,,exp_20260703_0002,nominal_exit,codex_surrogate,false,,,1,3,2,medium,true,Non-overlap issuer-level surrogate used only for validation-adjusted descriptive counts.
surrogate_auxiliary_nonoverlap_0042,surrogate_auxiliary_nonoverlap,广州越秀集团股份有限公司,,,exp9_20260704_0084,nominal_exit,codex_surrogate,false,,,1,3,2,medium,true,Non-overlap issuer-level surrogate used only for validation-adjusted descriptive counts.
surrogate_auxiliary_nonoverlap_0043,surrogate_auxiliary_nonoverlap,广西交通投资集团有限公司,,,sch_20260630_0128; sch_20260630_0133; sch_20260630_0146; sch_20260630_0158; sch_20260630_0174,nominal_exit,codex_surrogate,false,,,5,3,2,medium,true,Non-overlap issuer-level surrogate used only for validation-adjusted descriptive counts.
surrogate_auxiliary_nonoverlap_0044,surrogate_auxiliary_nonoverlap,广西国控资本运营集团有限责任公司,,,exp4_20260703_0049; exp4_20260703_0051,nominal_exit,codex_surrogate,false,,,2,3,3,medium,true,Non-overlap issuer-level surrogate used only for validation-adjusted descriptive counts.
surrogate_auxiliary_nonoverlap_0045,surrogate_auxiliary_nonoverlap,广西投资集团金融控股有限公司,,,sch_20260630_0026,nominal_exit,codex_surrogate,false,,,1,3,3,medium,true,Non-overlap issuer-level surrogate used only for validation-adjusted descriptive counts.
surrogate_overlap_check_0023,surrogate_overlap_check,建安投资控股集团有限公司,,,sch_20260630_0027,nominal_exit,codex_surrogate,true,sch_20260630_0027,nominal_exit,1,3,3,medium,false,Issuer-level surrogate that overlaps a gold-standard case; retained only as a validation check.
surrogate_overlap_check_0024,surrogate_overlap_check,张家港市城市投资发展集团有限公司,,,sch_20260630_0080,nominal_exit,codex_surrogate,true,expand_js_zhangjiagang_chengtou,nominal_exit,1,3,2,medium,false,Issuer-level surrogate that overlaps a gold-standard case; retained only as a validation check.
surrogate_overlap_check_0025,surrogate_overlap_check,徐州市交通控股集团有限公司,,,sch_20260630_0046,nominal_exit,codex_surrogate,true,sch_20260630_0046,nominal_exit,1,3,3,medium,false,Issuer-level surrogate that overlaps a gold-standard case; retained only as a validation check.
surrogate_overlap_check_0026,surrogate_overlap_check,徐州经济技术开发区国有资产经营有限责任公司,,,sch_20260630_0015; sch_20260630_0037; sch_20260630_0038; sch_20260630_0045; sch_20260630_0060,nominal_exit,codex_surrogate,true,sch_20260630_0015,nominal_exit,5,3,3,medium,false,Issuer-level surrogate that overlaps a gold-standard case; retained only as a validation check.
surrogate_overlap_check_0027,surrogate_overlap_check,德州德达投资控股集团有限公司,,,sch_20260630_0130,nominal_exit,codex_surrogate,true,expand_sd_dezhou_deda,nominal_exit,1,3,2,medium,false,Issuer-level surrogate that overlaps a gold-standard case; retained only as a validation check.
surrogate_auxiliary_nonoverlap_0046,surrogate_auxiliary_nonoverlap,成都产业投资集团有限公司,,,exp_20260703_0004,nominal_exit,codex_surrogate,false,,,1,3,2,medium,true,Non-overlap issuer-level surrogate used only for validation-adjusted descriptive counts.
surrogate_auxiliary_nonoverlap_0047,surrogate_auxiliary_nonoverlap,扬州建工控股集团有限公司,,,sch_20260630_0149,nominal_exit,codex_surrogate,false,,,1,3,3,medium,true,Non-overlap issuer-level surrogate used only for validation-adjusted descriptive counts.
surrogate_auxiliary_nonoverlap_0048,surrogate_auxiliary_nonoverlap,扬州新材料投资集团有限公司,,,sch_20260630_0121,nominal_exit,codex_surrogate,false,,,1,3,2,medium,true,Non-overlap issuer-level surrogate used only for validation-adjusted descriptive counts.
surrogate_overlap_check_0028,surrogate_overlap_check,抚州市市属国有资产投资控股集团有限公司,,,sch_20260630_0148,nominal_exit,codex_surrogate,true,expand_jx_fuzhou_guozi,nominal_exit,1,3,2,medium,false,Issuer-level surrogate that overlaps a gold-standard case; retained only as a validation check.
surrogate_auxiliary_nonoverlap_0049,surrogate_auxiliary_nonoverlap,新乡投资集团有限公司,,,sch_20260630_0159,nominal_exit,codex_surrogate,false,,,1,3,3,medium,true,Non-overlap issuer-level surrogate used only for validation-adjusted descriptive counts.
surrogate_overlap_check_0029,surrogate_overlap_check,新疆城建(集团)股份有限公司,,,sch_20260630_0056,nominal_exit,codex_surrogate,true,sch_20260630_0056,nominal_exit,1,3,3,medium,false,Issuer-level surrogate that overlaps a gold-standard case; retained only as a validation check.
surrogate_auxiliary_nonoverlap_0050,surrogate_auxiliary_nonoverlap,无锡华光环保能源集团股份有限公司,,,exp9_20260704_0230,nominal_exit,codex_surrogate,false,,,1,3,2,medium,true,Non-overlap issuer-level surrogate used only for validation-adjusted descriptive counts.
surrogate_auxiliary_nonoverlap_0051,surrogate_auxiliary_nonoverlap,无锡市国联发展(集团)有限公司,,,sch_20260630_0022; sch_20260630_0103; sch_20260630_0104,nominal_exit,codex_surrogate,false,,,3,3,3,medium,true,Non-overlap issuer-level surrogate used only for validation-adjusted descriptive counts.
